gene,systems
Sars1,behavior/neurological|embryo|homeostasis/metabolism|pigmentation|vision/eye
Sart1,behavior/neurological
Sart3,embryo|growth/size/body region|hematopoietic system|reproductive system
Sash1,cardiovascular system|embryo|growth/size/body region|skeleton|vision/eye
Sash3,cellular|digestive/alimentary|hematopoietic system|immune system
Sass6,cardiovascular system|craniofacial|embryo|growth/size/body region|homeostasis/metabolism|limbs/digits/tail|nervous system|vision/eye
Sat1,adipose tissue|cellular|growth/size/body region|homeostasis/metabolism|liver/biliary system|neoplasm|normal|reproductive system
Satb1,behavior/neurological|cellular|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|nervous system|renal/urinary system|skeleton|vision/eye
Satb2,cellular|craniofacial|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|reproductive system|respiratory system|skeleton|vision/eye
Sav1,cardiovascular system|cellular|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|integument|liver/biliary system|neoplasm|reproductive system|respiratory system|skeleton|vision/eye
Saxo1,behavior/neurological|growth/size/body region|hematopoietic system|immune system|normal|vision/eye
Saxo4,integument|pigmentation|reproductive system
Saxo5,normal
Saxo6,nervous system|pigmentation|vision/eye
Saysd1,cellular|hematopoietic system|homeostasis/metabolism|immune system|normal|reproductive system
Sbc,behavior/neurological
Sbds,cardiovascular system|cellular|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|normal|skeleton
Sbf1,behavior/neurological|cellular|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|nervous system|renal/urinary system|reproductive system|skeleton
Sbf2,behavior/neurological|growth/size/body region|nervous system
Sbk1,hematopoietic system|homeostasis/metabolism|immune system|integument|vision/eye
Sbk2,homeostasis/metabolism
Sbmd1,skeleton
Sbmd2,skeleton
Sbmd3,skeleton
Sbmd4,skeleton
Sbmd5,skeleton
Sbno1,cellular|embryo|hematopoietic system|homeostasis/metabolism|immune system|integument|pigmentation
Sbno2,cellular|growth/size/body region|hematopoietic system|immune system|skeleton
Sbsn,cardiovascular system|homeostasis/metabolism|immune system|integument|skeleton
Sbspon,behavior/neurological|endocrine/exocrine gland|integument|reproductive system
Sbw1,growth/size/body region|hematopoietic system|immune system
Sbw2,growth/size/body region|hematopoietic system|immune system
Sc5d,adipose tissue|cardiovascular system|cellular|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|integument|limbs/digits/tail|liver/biliary system|nervous system|renal/urinary system|respiratory system|skeleton
Scaf11,skeleton
Scai,cellular|endocrine/exocrine gland|homeostasis/metabolism|reproductive system
Scamp1,cellular|normal
Scamp2,behavior/neurological|hearing/vestibular/ear|homeostasis/metabolism|vision/eye
Scamp5,behavior/neurological|growth/size/body region|homeostasis/metabolism|muscle|nervous system|renal/urinary system
Scand1,behavior/neurological|hematopoietic system|homeostasis/metabolism
Scap,growth/size/body region|homeostasis/metabolism|liver/biliary system
Scaper,behavior/neurological|cellular|endocrine/exocrine gland|homeostasis/metabolism|reproductive system
Scara5,adipose tissue|endocrine/exocrine gland|immune system|integument|liver/biliary system|renal/urinary system|reproductive system|respiratory system
Scarb1,behavior/neurological|cardiovascular system|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|reproductive system
Scarb2,adipose tissue|behavior/neurological|cardiovascular system|cellular|growth/size/body region|hearing/vestibular/ear|hematopoietic system|homeostasis/metabolism|immune system|nervous system|renal/urinary system|skeleton
Scarf1,cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|normal|renal/urinary system
Scarf2,limbs/digits/tail|skeleton
Scart2,limbs/digits/tail|reproductive system
Scc11,neoplasm
Scc12,neoplasm
Scc13,neoplasm
Scc14,neoplasm
Scc15,neoplasm
Scc2,neoplasm
Scc3,neoplasm
Scc4,digestive/alimentary|neoplasm
Scc5,digestive/alimentary|neoplasm
Scc6,digestive/alimentary|neoplasm
Scc7,digestive/alimentary|neoplasm
Scc8,digestive/alimentary|neoplasm
Scc9,digestive/alimentary|neoplasm
Sccpdh,behavior/neurological|cardiovascular system|reproductive system
Scd1,adipose tissue|behavior/neurological|cardiovascular system|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|immune system|integument|liver/biliary system|renal/urinary system|reproductive system|vision/eye
Scd2,endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|immune system|integument|limbs/digits/tail|liver/biliary system|reproductive system|vision/eye
Scel,cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|limbs/digits/tail|normal|reproductive system
Scfd1,embryo|hematopoietic system|integument|reproductive system
Scfd2,homeostasis/metabolism
Scfpq1,adipose tissue
Scfq1,adipose tissue|integument
Scfq2,adipose tissue
Scfq3,adipose tissue|integument
Scfq4,adipose tissue|integument
Scg2,nervous system
Scg3,behavior/neurological|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|nervous system|normal
Scg5,adipose tissue|behavior/neurological|cardiovascular system|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|integument|liver/biliary system|nervous system|reproductive system|respiratory system|vision/eye
Scgb1a1,endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|neoplasm|normal|renal/urinary system|respiratory system
Scgb1c1,behavior/neurological
Scgb3a1,cellular|respiratory system
Scgb3a2,cellular|homeostasis/metabolism|respiratory system
Scgn,digestive/alimentary|growth/size/body region
Schip1,cardiovascular system|cellular|craniofacial|digestive/alimentary|endocrine/exocrine gland|growth/size/body region|homeostasis/metabolism|muscle|renal/urinary system|reproductive system|respiratory system|skeleton
Scimp,growth/size/body region|hematopoietic system|homeostasis/metabolism
Scin,cellular|hematopoietic system|homeostasis/metabolism|immune system|skeleton|vision/eye
Scl2,immune system
Sclt1,craniofacial|digestive/alimentary|growth/size/body region|homeostasis/metabolism|limbs/digits/tail|neoplasm|renal/urinary system|respiratory system|skeleton|vision/eye
Scly,behavior/neurological
Scmh1,cardiovascular system|cellular|digestive/alimentary|endocrine/exocrine gland|hematopoietic system|immune system|liver/biliary system|reproductive system|skeleton
Scml1,cellular|normal|reproductive system
Scml2,cellular|endocrine/exocrine gland|reproductive system
Scml4,hematopoietic system|homeostasis/metabolism|immune system
Scn10a,behavior/neurological|cardiovascular system|homeostasis/metabolism|integument|nervous system|respiratory system
Scn11a,behavior/neurological|growth/size/body region|integument|nervous system
Scn1a,behavior/neurological|cardiovascular system|growth/size/body region|muscle|nervous system|normal|reproductive system|respiratory system
Scn1b,behavior/neurological|growth/size/body region|nervous system|normal|vision/eye
Scn2a,behavior/neurological|growth/size/body region|hematopoietic system|homeostasis/metabolism|nervous system|respiratory system
Scn2b,behavior/neurological|cardiovascular system|homeostasis/metabolism|nervous system
Scn3a,behavior/neurological|growth/size/body region|homeostasis/metabolism|normal
Scn3b,cardiovascular system|immune system|integument|muscle|skeleton
Scn4a,behavior/neurological|growth/size/body region|hematopoietic system|homeostasis/metabolism|muscle|respiratory system
Scn4b,behavior/neurological|nervous system
Scn5a,behavior/neurological|cardiovascular system|embryo|growth/size/body region|liver/biliary system|muscle|nervous system|normal|respiratory system
Scn7a,taste/olfaction
Scn8a,behavior/neurological|cardiovascular system|cellular|growth/size/body region|hearing/vestibular/ear|hematopoietic system|immune system|muscle|nervous system|reproductive system|respiratory system|skeleton|vision/eye
Scn9a,behavior/neurological|growth/size/body region|immune system|integument|nervous system|normal|renal/urinary system|taste/olfaction
Scnm1,behavior/neurological|cellular|growth/size/body region|hearing/vestibular/ear|muscle|nervous system|normal
Scnn1a,behavior/neurological|digestive/alimentary|growth/size/body region|homeostasis/metabolism|normal|renal/urinary system|respiratory system
Scnn1b,cardiovascular system|digestive/alimentary|growth/size/body region|homeostasis/metabolism|normal|renal/urinary system|skeleton
Scnn1g,behavior/neurological|digestive/alimentary|growth/size/body region|homeostasis/metabolism|integument|normal|renal/urinary system|respiratory system
Sco1,cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|immune system|liver/biliary system|renal/urinary system
Sco2,behavior/neurological|cellular|embryo|homeostasis/metabolism|liver/biliary system|muscle
Scoc,cardiovascular system|homeostasis/metabolism
Scon1,taste/olfaction
Scon2,taste/olfaction
Scp2,adipose tissue|behavior/neurological|growth/size/body region|homeostasis/metabolism|immune system|liver/biliary system
Scpep1,cardiovascular system|homeostasis/metabolism|normal
Scpro1,hematopoietic system
Scpro10,hematopoietic system
Scpro11,hematopoietic system
Scpro2,hematopoietic system
Scpro4,hematopoietic system
Scpro5,hematopoietic system
Scpro6,hematopoietic system
Scpro7,hematopoietic system
Scpro8,hematopoietic system
Scpro9,hematopoietic system
Scr,growth/size/body region|integument
Scrib,behavior/neurological|cardiovascular system|craniofacial|digestive/alimentary|embryo|endocrine/exocrine gland|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|limbs/digits/tail|neoplasm|nervous system|reproductive system|respiratory system|vision/eye
Scrn1,behavior/neurological|homeostasis/metabolism
Scrn3,vision/eye
Sct,behavior/neurological|homeostasis/metabolism|nervous system
Sctr,behavior/neurological|hematopoietic system|homeostasis/metabolism|immune system|nervous system|renal/urinary system
Scube1,craniofacial|embryo|growth/size/body region|hematopoietic system|homeostasis/metabolism|nervous system|reproductive system|skeleton
Scube2,cellular|growth/size/body region|limbs/digits/tail|skeleton
Scube3,adipose tissue|behavior/neurological|cardiovascular system|craniofacial|growth/size/body region|hearing/vestibular/ear|homeostasis/metabolism|limbs/digits/tail|normal|renal/urinary system|respiratory system|skeleton
Scx,behavior/neurological|cardiovascular system|embryo|growth/size/body region|homeostasis/metabolism|limbs/digits/tail|muscle|normal|skeleton|vision/eye
Scyl1,behavior/neurological|cardiovascular system|cellular|growth/size/body region|hematopoietic system|immune system|muscle|nervous system|reproductive system|skeleton|vision/eye
Scyl2,behavior/neurological|cellular|growth/size/body region|hematopoietic system|immune system|nervous system|normal|reproductive system
Scyl3,behavior/neurological|cellular|growth/size/body region|muscle|nervous system
Sdad1,limbs/digits/tail|skeleton
Sdc1,cellular|endocrine/exocrine gland|hematopoietic system|homeostasis/metabolism|immune system|integument|neoplasm|vision/eye
Sdc2,cardiovascular system|cellular|hematopoietic system|homeostasis/metabolism|integument|pigmentation|vision/eye
Sdc3,adipose tissue|behavior/neurological|growth/size/body region|homeostasis/metabolism|integument|skeleton
Sdc4,cardiovascular system|cellular|embryo|hematopoietic system|homeostasis/metabolism|immune system|muscle|renal/urinary system|vision/eye
Sdcbp,nervous system|normal
Sdccag8,cellular|craniofacial|digestive/alimentary|growth/size/body region|homeostasis/metabolism|limbs/digits/tail|nervous system|renal/urinary system|reproductive system|vision/eye
Sdf2l1,behavior/neurological
Sdha,behavior/neurological|homeostasis/metabolism
Sdhaf2,embryo|growth/size/body region
Sdhaf3,skeleton
Sdhaf4,cardiovascular system|cellular|growth/size/body region|muscle
Sdhb,behavior/neurological|cellular|endocrine/exocrine gland|hematopoietic system|homeostasis/metabolism|immune system|neoplasm|normal|renal/urinary system
Sdhc,adipose tissue|behavior/neurological|cellular|growth/size/body region|hematopoietic system|homeostasis/metabolism|muscle|skeleton
Sdhd,behavior/neurological|cardiovascular system|cellular|embryo|endocrine/exocrine gland|growth/size/body region|hematopoietic system|homeostasis/metabolism|nervous system|normal
Sdk1,behavior/neurological|cardiovascular system
Sdk2,vision/eye
Sdr16c5,craniofacial|growth/size/body region|homeostasis/metabolism|integument|vision/eye
Sdr16c6,craniofacial|growth/size/body region|homeostasis/metabolism|integument|normal|vision/eye
